pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_met,st_meterr1,st_meterr2,st_metlim
0,1.420,0.350,-0.140,0,2.60000,,,0,4.990000,,,0,0.040,0.133,-0.156,0
0,0.890,0.250,-0.110,0,0.64000,,,0,4.990000,,,0,0.000,0.136,-0.192,0
0,0.890,68.910,-0.150,0,0.64000,,,0,4.990000,,,0,0.000,0.147,-0.219,0
0,0.890,0.180,-0.090,0,0.64000,,,0,4.990000,,,0,0.040,0.141,-0.154,0
0,0.890,0.180,-0.090,0,0.64000,,,0,4.990000,,,0,0.070,0.153,-0.158,0
0,1.422,,,0,2.61000,,,0,4.990000,,,0,0.140,0.150,-0.150,0
0,0.890,0.050,-0.050,0,0.64000,,,0,4.990000,,,0,-0.414,0.015,-0.015,0
0,1.420,0.660,-0.660,0,2.60000,,,0,4.990000,,,0,0.033,0.034,-0.034,0
0,0.890,0.060,-0.060,0,0.64000,,,0,4.990000,,,0,-0.120,0.094,-0.108,0
0,0.890,0.220,-0.220,0,0.64000,,,0,4.990000,,,0,-0.400,0.042,-0.042,0
0,1.420,0.300,-0.190,0,2.60000,,,0,4.990000,,,0,0.160,0.088,-0.088,0
0,0.890,0.090,-0.060,0,0.64000,,,0,4.990000,,,0,0.050,0.089,-0.092,0
0,1.420,0.180,-0.110,0,2.60000,,,0,4.990000,,,0,-0.050,0.152,-0.179,0
0,1.820,0.110,-0.090,0,5.58000,0.74000,-0.73000,0,5.000000,1.100000,-1.000000,0,-0.460,0.050,-0.050,0
0,1.900,0.160,-0.140,0,6.36000,1.00000,-1.00000,0,5.000000,1.800000,-1.300000,0,0.000,0.500,-0.500,0
0,1.418,0.202,-0.131,0,2.60000,,,0,5.010000,,,0,-0.110,0.080,-0.080,0
0,1.416,,,0,2.59000,,,0,5.010000,,,0,0.160,0.150,-0.150,0
0,0.900,0.280,-0.120,0,0.66600,,,0,5.020000,,,0,0.010,0.136,-0.172,0
0,0.900,0.280,-0.120,0,0.66600,,,0,5.020000,,,0,0.040,0.134,-0.151,0
0,1.704,0.067,-0.067,0,4.53000,0.92000,-0.86000,0,5.020000,0.360000,-0.440000,0,-0.284,0.067,-0.067,0
0,1.045,0.013,-0.012,0,1.03900,0.03100,-0.03100,0,5.022904,0.137840,-0.159895,0,0.040,0.080,-0.080,0
0,1.264,0.050,-0.049,0,1.86000,0.30000,-0.30000,0,5.030000,1.070000,-0.930000,0,0.110,0.190,-0.190,0
0,0.904,,,0,0.67600,,,0,5.030000,,,0,-0.020,0.300,-0.300,0
0,1.413,,,0,2.58000,,,0,5.030000,,,0,-0.040,0.150,-0.150,0
0,0.903,0.052,-0.052,0,0.67400,,,0,5.030000,,,0,,,,
0,1.410,0.100,-0.090,0,2.57000,,,0,5.040000,,,0,-0.040,0.162,-0.165,0
0,1.410,0.630,-0.290,0,2.57000,,,0,5.040000,,,0,0.030,0.130,-0.173,0
0,1.410,0.090,-0.090,0,2.57000,,,0,5.040000,,,0,0.264,0.031,-0.031,0
0,1.410,0.200,-0.140,0,2.57000,,,0,5.040000,,,0,-0.030,0.143,-0.188,0
0,1.410,0.270,-0.230,0,2.57000,,,0,5.040000,,,0,0.060,0.094,-0.071,0
0,1.410,0.190,-0.110,0,2.57000,,,0,5.040000,,,0,0.020,0.151,-0.164,0
0,1.410,0.280,-0.280,0,2.57000,,,0,5.040000,,,0,0.000,0.097,-0.110,0
0,1.410,0.280,-0.280,0,2.57000,,,0,5.040000,,,0,-0.020,0.093,-0.099,0
0,1.410,0.750,-0.750,0,2.57000,,,0,5.040000,,,0,0.030,0.138,-0.154,0
0,1.410,0.260,-0.260,0,2.57000,,,0,5.040000,,,0,-0.012,0.013,-0.013,0
0,1.410,0.060,-0.060,0,2.57000,,,0,5.040000,,,0,-0.090,0.090,-0.082,0
0,1.410,0.060,-0.040,0,2.57000,,,0,5.040000,,,0,0.230,0.062,-0.057,0
0,1.410,0.050,-0.050,0,2.57000,,,0,5.040000,,,0,0.090,0.085,-0.090,0
0,1.410,0.100,-0.100,0,2.57000,,,0,5.040000,,,0,,,,
0,0.908,0.059,-0.064,0,0.68800,,,0,5.050000,,,0,-0.003,0.120,-0.300,0
0,0.910,0.090,-0.060,0,0.69300,,,0,5.050000,,,0,-0.040,0.158,-0.164,0
0,0.910,0.060,-0.040,0,0.69300,,,0,5.050000,,,0,0.270,0.070,-0.066,0
0,1.409,,,0,2.57000,,,0,5.050000,,,0,0.000,0.150,-0.150,0
0,0.910,0.040,-0.040,0,0.69300,,,0,5.050000,,,0,-0.441,0.014,-0.014,0
0,0.913,,,0,0.70000,0.09000,-0.08000,0,5.050000,,,0,-0.180,0.160,-0.160,0
0,1.129,0.015,-0.013,0,1.32100,0.03800,-0.03800,0,5.055986,0.137840,-0.159895,0,0.040,0.080,-0.080,0
0,1.410,,,0,2.58000,0.35000,-0.58000,0,5.060000,,,0,0.180,0.090,-0.090,0
0,0.913,,,0,0.70200,,,0,5.070000,,,0,-0.140,0.150,-0.150,0
0,0.914,0.053,-0.049,0,0.70400,,,0,5.070000,,,0,-0.070,0.110,-0.110,0
0,2.040,0.110,-0.110,0,7.93000,4.60000,-4.60000,0,5.080000,3.120000,-3.120000,0,0.170,0.070,-0.070,0
0,1.400,0.500,-0.500,0,2.54000,,,0,5.090000,,,0,-0.220,0.060,-0.060,0
0,1.400,0.200,-0.200,0,2.54000,,,0,5.090000,,,0,0.000,0.100,-0.100,0
0,1.400,0.135,-0.077,0,2.54000,,,0,5.090000,,,0,0.130,0.080,-0.080,0
0,1.400,0.110,-0.110,0,2.54000,,,0,5.090000,,,0,-0.130,0.177,-0.193,0
0,0.920,0.350,-0.350,0,0.72100,,,0,5.090000,,,0,0.010,0.130,-0.164,0
0,1.400,0.110,-0.130,0,2.54000,,,0,5.090000,,,0,-0.060,0.086,-0.109,0
0,1.400,0.050,-0.050,0,2.54000,,,0,5.090000,,,0,0.214,0.012,-0.012,0
0,1.400,0.130,-0.080,0,2.54000,,,0,5.090000,,,0,0.010,0.141,-0.162,0
0,0.920,0.190,-0.100,0,0.72100,,,0,5.090000,,,0,0.000,0.155,-0.177,0
0,0.920,0.140,-0.100,0,0.72100,,,0,5.090000,,,0,0.030,0.089,-0.097,0
0,0.920,0.070,-0.080,0,0.72100,,,0,5.090000,,,0,-0.060,0.167,-0.204,0
0,0.920,0.330,-0.140,0,0.72100,,,0,5.090000,,,0,0.050,0.135,-0.146,0
0,1.400,0.160,-0.160,0,2.54000,,,0,5.090000,,,0,-0.280,0.100,-0.100,0
0,1.400,0.250,-0.250,0,2.54000,,,0,5.090000,,,0,-0.440,0.137,-0.097,0
0,1.400,0.190,-0.110,0,2.54000,,,0,5.090000,,,0,-0.010,0.135,-0.179,0
0,0.920,0.070,-0.070,0,0.72100,,,0,5.090000,,,0,-0.430,0.082,-0.086,0
0,1.390,,,0,2.50000,0.29000,-0.30000,0,5.120000,,,0,0.100,0.190,-0.190,0
0,0.930,0.050,-0.090,0,0.74900,,,0,5.120000,,,0,0.020,0.145,-0.157,0
0,0.930,0.200,-0.110,0,0.74900,,,0,5.120000,,,0,0.050,0.093,-0.094,0
0,0.930,0.050,-0.050,0,0.74900,,,0,5.120000,,,0,-0.180,0.099,-0.111,0
0,1.391,,,0,2.51000,,,0,5.120000,,,0,0.070,0.150,-0.150,0
0,0.930,0.100,-0.100,0,0.74900,,,0,5.120000,,,0,0.053,0.015,-0.015,0
0,1.393,,,0,2.52000,,,0,5.120000,,,0,0.180,0.150,-0.150,0
0,1.390,,,0,2.50000,0.60000,-0.60000,0,5.120000,,,0,,,,
0,1.392,0.118,-0.075,0,2.52000,,,0,5.130000,,,0,0.068,0.198,-0.198,0
0,0.934,,,0,0.76000,,,0,5.130000,,,0,-0.280,0.300,-0.300,0
0,1.390,,,0,2.51000,,,0,5.130000,,,0,-0.100,0.100,-0.100,0
0,1.390,0.220,-0.110,0,2.51000,,,0,5.140000,,,0,0.030,0.140,-0.158,0
0,1.390,0.200,-0.220,0,2.51000,,,0,5.140000,,,0,0.060,0.082,-0.049,0
0,1.390,0.260,-0.260,0,2.51000,,,0,5.140000,,,0,-0.042,0.012,-0.012,0
0,1.390,0.090,-0.090,0,2.51000,,,0,5.140000,,,0,-0.270,0.104,-0.118,0
0,1.390,0.270,-0.270,0,2.51000,,,0,5.140000,,,0,0.010,0.084,-0.089,0
0,1.390,0.820,-0.820,0,2.51000,,,0,5.140000,,,0,0.160,0.150,-0.150,0
0,0.940,0.060,-0.060,0,0.77900,,,0,5.150000,,,0,0.260,0.067,-0.059,0
0,0.940,0.190,-0.130,0,0.77900,,,0,5.150000,,,0,-0.030,0.142,-0.181,0
0,0.940,0.190,-0.100,0,0.77900,,,0,5.150000,,,0,0.200,0.134,-0.175,0
0,0.940,0.190,-0.080,0,0.77900,,,0,5.150000,,,0,0.080,0.138,-0.141,0
0,1.380,,,0,2.47000,0.27000,-0.27000,0,5.160000,,,0,-0.160,0.090,-0.090,0
0,0.944,,,0,0.79000,,,0,5.160000,,,0,0.000,0.300,-0.300,0
0,0.947,,,0,0.79900,,,0,5.170000,,,0,-0.146,0.009,-0.009,0
0,0.950,0.058,-0.058,0,0.80900,,,0,5.180000,,,0,-0.240,0.090,-0.090,0
0,0.950,0.100,-0.160,0,0.80900,,,0,5.180000,,,0,-0.330,0.083,-0.078,0
0,0.950,0.280,-0.100,0,0.80900,,,0,5.180000,,,0,0.040,0.145,-0.160,0
0,0.950,0.060,-0.060,0,0.80900,,,0,5.180000,,,0,-0.130,0.121,-0.122,0
0,1.380,0.110,-0.110,0,2.48000,,,0,5.190000,,,0,0.260,0.060,-0.060,0
0,1.380,0.100,-0.070,0,2.48000,,,0,5.190000,,,0,-0.660,0.040,-0.040,0
0,1.380,0.090,-0.070,0,2.48000,,,0,5.190000,,,0,-0.040,0.150,-0.163,0
0,1.380,0.080,-0.060,0,2.48000,,,0,5.190000,,,0,0.070,0.157,-0.165,0
0,1.380,0.070,-0.070,0,2.48000,,,0,5.190000,,,0,-0.120,0.094,-0.108,0
0,1.380,0.270,-0.270,0,2.48000,,,0,5.190000,,,0,-0.080,0.023,-0.023,0
0,1.380,0.060,-0.040,0,2.48000,,,0,5.190000,,,0,0.010,0.093,-0.104,0
0,1.380,0.270,-0.270,0,2.48000,,,0,5.190000,,,0,-0.070,0.107,-0.114,0
0,1.380,0.170,-0.120,0,2.48000,,,0,5.190000,,,0,0.220,0.077,-0.082,0
0,1.380,0.290,-0.190,0,2.48000,,,0,5.190000,,,0,0.070,0.088,-0.081,0
0,1.380,,,0,2.48000,1.19000,-0.98000,0,5.190000,,,0,,,,
0,0.953,0.089,-0.075,0,0.81800,,,0,5.190000,,,0,-0.070,0.110,-0.110,0
0,2.100,0.120,-0.120,0,9.10000,,,1,5.200000,,,1,-0.255,0.065,-0.065,0
0,0.740,0.060,-0.060,0,0.50000,0.30000,-0.30000,0,5.200000,3.300000,-3.400000,0,0.191,0.013,-0.013,0
0,0.960,0.110,-0.150,0,0.84000,,,0,5.220000,,,0,0.019,0.235,-0.235,0
0,1.371,0.284,-0.188,0,2.45000,,,0,5.220000,,,0,-0.543,0.278,-0.278,0
0,0.960,0.200,-0.130,0,0.84000,,,0,5.220000,,,0,-0.030,0.084,-0.111,0
0,0.960,0.110,-0.100,0,0.84000,,,0,5.220000,,,0,-0.110,,,0
0,0.960,0.510,-0.510,0,0.84000,,,0,5.220000,,,0,0.140,0.150,-0.100,0
0,0.960,0.080,-0.070,0,0.84000,,,0,5.220000,,,0,0.020,0.081,-0.081,0
0,1.371,0.275,-0.121,0,2.45000,,,0,5.230000,,,0,-0.070,0.080,-0.080,0
0,1.370,0.100,-0.070,0,2.45000,,,0,5.240000,,,0,-0.050,0.070,-0.070,0
0,0.970,0.100,-0.080,0,0.87100,,,0,5.240000,,,0,0.160,0.089,-0.088,0
0,0.970,0.420,-0.150,0,0.87100,,,0,5.240000,,,0,0.000,0.120,-0.190,0
0,0.970,0.160,-0.090,0,0.87100,,,0,5.240000,,,0,-0.040,0.156,-0.189,0
0,1.370,0.300,-0.310,0,2.45000,,,0,5.240000,,,0,0.050,0.102,-0.064,0
0,1.370,0.090,-0.050,0,2.45000,,,0,5.240000,,,0,0.000,0.098,-0.100,0
0,1.370,0.170,-0.130,0,2.45000,,,0,5.240000,,,0,-0.020,0.142,-0.167,0
0,0.970,0.220,-0.090,0,0.87100,,,0,5.240000,,,0,0.000,0.077,-0.080,0
0,1.370,0.560,-0.560,0,2.45000,,,0,5.240000,,,0,0.180,0.150,-0.150,0
0,1.370,0.270,-0.270,0,2.45000,,,0,5.240000,,,0,-0.120,0.110,-0.112,0
0,1.370,0.640,-0.640,0,2.45000,,,0,5.240000,,,0,-0.123,0.012,-0.012,0
0,1.370,0.280,-0.160,0,2.45000,,,0,5.240000,,,0,0.000,0.134,-0.186,0
0,1.370,0.070,-0.060,0,2.45000,,,0,5.240000,,,0,-0.300,0.138,-0.143,0
0,1.370,0.130,-0.100,0,2.45000,,,0,5.240000,,,0,-0.010,0.142,-0.157,0
0,1.364,0.143,-0.105,0,2.43000,,,0,5.260000,,,0,-0.040,0.080,-0.080,0
0,1.361,0.114,-0.106,0,2.42000,,,0,5.270000,,,0,-0.250,0.235,-0.235,0
0,0.977,,,0,0.89400,,,0,5.270000,,,0,0.160,0.150,-0.150,0
0,0.980,0.050,-0.040,0,0.90400,,,0,5.280000,,,0,0.100,0.160,-0.171,0
0,0.980,0.200,-0.090,0,0.90400,,,0,5.280000,,,0,0.000,0.131,-0.177,0
0,0.980,0.060,-0.060,0,0.90400,,,0,5.280000,,,0,-0.174,0.021,-0.021,0
0,1.360,0.096,-0.088,0,2.42000,,,0,5.290000,,,0,0.014,0.235,-0.235,0
0,1.360,0.200,-0.220,0,2.42000,,,0,5.290000,,,0,-0.030,0.158,-0.163,0
0,1.360,0.100,-0.080,0,2.42000,,,0,5.290000,,,0,0.010,0.150,-0.161,0
0,1.360,,,0,2.42000,,,0,5.290000,,,0,0.200,0.200,-0.260,0
0,1.360,0.590,-0.590,0,2.42000,,,0,5.290000,,,0,-0.338,0.013,-0.013,0
0,1.360,0.720,-0.720,0,2.42000,,,0,5.290000,,,0,-0.010,0.144,-0.167,0
0,1.360,0.590,-0.590,0,2.42000,,,0,5.290000,,,0,0.160,0.150,-0.150,0
0,1.360,0.670,-0.670,0,2.42000,,,0,5.290000,,,0,0.070,0.100,-0.100,0
0,1.360,0.460,-0.220,0,2.42000,,,0,5.290000,,,0,0.020,0.129,-0.164,0
0,1.360,0.330,-0.260,0,2.42000,,,0,5.290000,,,0,0.050,0.081,-0.077,0
0,1.360,0.160,-0.160,0,2.42000,,,0,5.290000,,,0,,,,
0,1.357,0.176,-0.102,0,2.41000,,,0,5.300000,,,0,-0.190,0.080,-0.080,0
0,1.357,,,0,2.41000,,,0,5.300000,,,0,0.040,0.150,-0.150,0
0,0.990,0.100,-0.100,0,0.93700,,,0,5.310000,,,0,0.280,0.030,-0.030,0
0,0.990,0.050,-0.049,0,0.93700,,,0,5.310000,,,0,0.142,0.015,-0.015,0
0,0.990,0.130,-0.090,0,0.93700,,,0,5.310000,,,0,0.290,0.065,-0.062,0
0,1.354,,,0,2.40000,,,0,5.310000,,,0,-0.300,0.300,-0.300,0
0,0.990,0.220,-0.220,0,0.93700,,,0,5.310000,,,0,-0.202,0.009,-0.009,0
0,0.990,0.020,-0.050,0,0.93700,,,0,5.310000,,,0,0.220,0.051,-0.048,0
0,0.997,,,0,0.96000,0.15000,-0.13000,0,5.320000,,,0,,,,
0,0.997,,,0,0.96100,,,0,5.330000,,,0,0.080,0.150,-0.150,0
0,1.201,0.028,-0.028,0,1.68000,0.27000,-0.27000,0,5.330000,0.970000,-0.930000,0,-0.180,0.080,-0.080,0
0,1.000,0.120,-0.110,0,0.97200,,,0,5.340000,,,0,-0.113,0.060,-0.060,0
0,1.000,0.100,-0.090,0,0.97200,,,0,5.340000,,,0,-0.330,0.093,-0.093,0
0,1.000,0.100,-0.080,0,0.97200,,,0,5.340000,,,0,0.130,0.080,-0.080,0
0,1.350,0.110,-0.110,0,2.39000,,,0,5.340000,,,0,-0.010,0.050,-0.050,0
0,1.348,0.202,-0.181,0,2.38000,,,0,5.340000,,,0,0.130,0.080,-0.080,0
0,1.000,0.100,-0.100,0,0.97200,,,0,5.340000,,,0,-0.100,0.100,-0.100,0
0,1.350,0.080,-0.070,0,2.39000,,,0,5.340000,,,0,-0.080,0.108,-0.119,0
0,1.350,0.630,-0.250,0,2.39000,,,0,5.340000,,,0,0.050,0.143,-0.165,0
0,1.350,0.070,-0.130,0,2.39000,,,0,5.340000,,,0,-0.100,0.155,-0.204,0
0,1.000,0.200,-0.110,0,0.97200,,,0,5.340000,,,0,0.020,0.154,-0.162,0
0,1.350,0.260,-0.260,0,2.39000,,,0,5.340000,,,0,-0.185,0.013,-0.013,0
0,1.000,0.220,-0.110,0,0.97200,,,0,5.340000,,,0,0.030,0.147,-0.162,0
0,1.350,0.180,-0.120,0,2.39000,,,0,5.340000,,,0,-0.100,0.159,-0.175,0
0,1.350,0.200,-0.150,0,2.39000,,,0,5.340000,,,0,0.040,0.151,-0.170,0
0,1.350,0.720,-0.720,0,2.39000,,,0,5.340000,,,0,0.187,0.036,-0.036,0
0,1.350,0.720,-0.720,0,2.39000,,,0,5.340000,,,0,0.187,0.036,-0.036,0
0,1.350,0.530,-0.530,0,2.39000,,,0,5.340000,,,0,0.160,0.150,-0.150,0
0,1.000,0.210,-0.210,0,0.97200,,,0,5.340000,,,0,-0.436,0.017,-0.017,0
0,1.350,0.220,-0.220,0,2.39000,,,0,5.340000,,,0,-0.300,0.120,-0.120,0
0,1.350,0.080,-0.070,0,2.39000,,,0,5.340000,,,0,-0.010,0.159,-0.173,0
0,1.345,0.139,-0.082,0,2.37000,,,0,5.350000,,,0,0.068,0.198,-0.198,0
0,1.350,,,0,2.40000,0.40000,-0.40000,0,5.360000,,,0,-0.400,0.010,-0.010,0
0,1.011,,,0,1.01000,,,0,5.370000,,,0,0.000,0.150,-0.150,0
0,1.017,0.051,-0.051,0,1.03000,,,0,5.380000,,,0,-0.150,0.110,-0.110,0
0,1.010,,,0,1.01000,,,0,5.380000,,,0,-0.440,0.300,-0.300,0
0,1.030,,,0,1.07000,0.06000,-0.06000,0,5.380000,,,0,,,,
0,1.010,0.240,-0.130,0,1.01000,,,0,5.390000,,,0,,,,
0,1.340,0.077,-0.076,0,2.36000,,,0,5.390000,,,0,,,,
0,1.010,0.120,-0.120,0,1.01000,,,0,5.390000,,,0,,,,
0,1.010,0.100,-0.070,0,1.01000,,,0,5.390000,,,0,0.010,0.141,-0.155,0
0,1.340,0.100,-0.080,0,2.36000,,,0,5.390000,,,0,0.010,0.148,-0.162,0
0,1.020,0.060,-0.060,0,1.04000,,,0,5.390000,,,0,0.010,0.147,-0.162,0
0,1.010,0.310,-0.120,0,1.01000,,,0,5.390000,,,0,0.020,0.134,-0.161,0
0,1.020,0.040,-0.040,0,1.04000,,,0,5.390000,,,0,-0.199,0.005,-0.005,0
0,1.340,0.720,-0.080,0,2.36000,,,0,5.390000,,,0,0.440,0.043,-0.059,0
0,1.010,0.100,-0.110,0,1.01000,,,0,5.390000,,,0,-0.040,0.155,-0.157,0
0,1.340,0.580,-0.230,0,2.36000,,,0,5.390000,,,0,0.020,0.119,-0.168,0
0,1.020,0.470,-0.150,0,1.04000,,,0,5.390000,,,0,0.020,0.127,-0.159,0
0,1.340,0.660,-0.660,0,2.36000,,,0,5.390000,,,0,0.130,0.058,-0.058,0
0,1.020,0.100,-0.070,0,1.04000,,,0,5.390000,,,0,0.130,0.087,-0.096,0
0,1.020,0.040,-0.040,0,1.04000,,,0,5.390000,,,0,-0.441,0.014,-0.014,0
0,1.010,0.250,-0.250,0,1.01000,,,0,5.390000,,,0,-0.250,0.132,-0.132,0
0,1.340,0.580,-0.580,0,2.36000,,,0,5.390000,,,0,0.160,0.150,-0.150,0
0,1.010,0.110,-0.110,0,1.01000,,,0,5.390000,,,0,0.050,0.099,-0.100,0
0,1.020,0.190,-0.190,0,1.04000,,,0,5.390000,,,0,0.337,0.047,-0.047,0
0,1.010,0.110,-0.110,0,1.01000,,,0,5.390000,,,0,0.053,0.015,-0.015,0
0,1.340,0.110,-0.180,0,2.36000,,,0,5.390000,,,0,-0.370,0.100,-0.100,0
0,2.490,0.170,-0.190,0,6.76000,,,0,5.400000,5.400000,-3.500000,0,-0.110,0.130,-0.130,0
0,1.152,0.073,-0.070,0,1.50000,0.39000,-0.44000,0,5.400000,1.900000,-1.700000,0,-0.230,0.050,-0.050,0
0,1.050,,,0,1.14000,0.11000,-0.10000,0,5.410000,,,0,-0.180,0.160,-0.160,0
0,1.330,,,0,2.32000,7.43000,-1.56000,0,5.420000,,,0,,,,
0,1.027,,,0,1.07000,,,0,5.420000,,,0,0.020,0.150,-0.150,0
0,1.040,,,0,1.11000,0.16000,-0.15000,0,5.420000,,,0,-0.190,0.160,-0.160,0
0,1.030,0.085,-0.086,0,1.08000,,,0,5.430000,,,0,-0.330,0.040,-0.040,0
0,1.030,,,0,1.08000,0.13000,-0.13000,0,5.430000,,,0,-0.250,0.190,-0.190,0
0,1.030,0.110,-0.050,0,1.08000,,,0,5.430000,,,0,-0.230,0.120,-0.130,0
0,1.030,0.170,-0.110,0,1.08000,,,0,5.430000,,,0,0.020,0.079,-0.085,0
0,1.030,0.060,-0.050,0,1.08000,,,0,5.430000,,,0,-0.110,0.103,-0.112,0
0,1.030,0.370,-0.150,0,1.08000,,,0,5.430000,,,0,0.010,0.136,-0.172,0
0,1.030,0.180,-0.110,0,1.08000,,,0,5.430000,,,0,0.030,0.140,-0.166,0
0,1.030,0.540,-0.540,0,1.08000,,,0,5.430000,,,0,0.111,0.013,-0.013,0
0,1.030,0.240,-0.240,0,1.08000,,,0,5.430000,,,0,-0.400,0.042,-0.042,0
0,1.030,0.080,-0.080,0,1.08000,,,0,5.430000,,,0,-0.020,0.090,-0.090,0
0,1.060,,,0,1.18000,0.16000,-0.16000,0,5.440000,,,0,0.090,0.170,-0.170,0
0,1.330,0.190,-0.180,0,2.33000,,,0,5.440000,,,0,-0.110,0.120,-0.120,0
0,1.330,0.110,-0.080,0,2.33000,,,0,5.440000,,,0,0.030,0.050,-0.050,0
0,1.330,0.100,-0.090,0,2.33000,,,0,5.440000,,,0,,,,
0,1.332,0.107,-0.100,0,2.34000,,,0,5.440000,,,0,-0.250,0.235,-0.235,0
0,1.330,0.150,-0.110,0,2.33000,,,0,5.440000,,,0,-0.090,0.166,-0.195,0
0,1.330,0.080,-0.050,0,2.33000,,,0,5.440000,,,0,-0.040,0.092,-0.086,0
0,1.330,0.050,-0.110,0,2.33000,,,0,5.440000,,,0,-0.020,0.149,-0.161,0
0,1.330,0.120,-0.080,0,2.33000,,,0,5.440000,,,0,0.140,0.081,-0.082,0
0,1.330,0.180,-0.180,0,2.33000,,,0,5.440000,,,0,-0.140,0.147,-0.145,0
0,1.330,0.260,-0.260,0,2.33000,,,0,5.440000,,,0,-0.185,0.013,-0.013,0
0,1.330,0.110,-0.090,0,2.33000,,,0,5.440000,,,0,-0.010,0.141,-0.156,0
0,1.330,0.530,-0.260,0,2.33000,,,0,5.440000,,,0,0.010,0.132,-0.176,0
0,1.330,0.470,-0.240,0,2.33000,,,0,5.440000,,,0,0.070,0.090,-0.087,0
0,1.033,,,0,1.09000,,,0,5.440000,,,0,0.120,0.150,-0.150,0
0,1.330,0.120,-0.120,0,2.33000,,,0,5.440000,,,0,-0.174,0.021,-0.021,0
0,1.330,0.240,-0.240,0,2.33000,,,0,5.440000,,,0,-0.020,0.107,-0.115,0
0,1.330,0.270,-0.270,0,2.33000,,,0,5.440000,,,0,-0.120,0.110,-0.112,0
0,1.330,0.250,-0.250,0,2.33000,,,0,5.440000,,,0,0.070,0.098,-0.089,0
0,1.330,0.310,-0.310,0,2.33000,,,0,5.440000,,,0,0.032,0.022,-0.022,0
